"NRun","Run_Name","Species_Num","Species_txt","Initial_W","fit.to","fit.to.value","First_day","Last_day","N_indiv","Oxycal","calc.pop_mort","calc.spawn","calc.nut","calc.contaminant","Init_pred_conc","contam_eq","T_File","Diet_File","Prey_E_File","Indigest_Prey_File","Pred_E_File","Mort_File","Reprod_File","Contam_Prey_C_File","Contam_assim_File","Contam_TE_File","Phos_Ae_File","Phos_Co_Pred_File","Phos_Co_Prey_File","Nit_Ae_File","Nit_Co_Pred_File","Nit_Co_Prey_File","FB4_Log_File"
11,"20plus_pval_rcp60_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.4124328,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
12,"20minus_pval_rcp60_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.2749552,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
13,"mean_pval_rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",4.07234805,"p-value",0.297235857142857,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
14,"20plus_pval_rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",4.07234805,"p-value",0.356683028571429,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
15,"20minus_pval_rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",4.07234805,"p-value",0.237788685714286,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
16,"mean_pval_rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",7.6373639,"p-value",0.297235857142857,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
17,"20plus_pval_rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",7.6373639,"p-value",0.356683028571429,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
18,"20minus_pval_rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",7.6373639,"p-value",0.237788685714286,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
19,"mean_pval_rcp60_2030_2039_Lower Russian River_Chinook_Age_0","21","Chinook salmon (adult)",1.3307592,"p-value",0.312546,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
20,"20plus_pval_rcp60_2030_2039_Lower Russian River_Chinook_Age_0","21","Chinook salmon (adult)",1.3307592,"p-value",0.3750552,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
21,"20minus_pval_rcp60_2030_2039_Lower Russian River_Chinook_Age_0","21","Chinook salmon (adult)",1.3307592,"p-value",0.2500368,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Russian River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
22,"mean_pval_rcp60_2030_2039_Middle Russian River_Coho_Age_0","22","Coho salmon (adult)",1.1239285,"p-value",0.300859,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
23,"20plus_pval_rcp60_2030_2039_Middle Russian River_Coho_Age_0","22","Coho salmon (adult)",1.1239285,"p-value",0.3610308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
24,"20minus_pval_rcp60_2030_2039_Middle Russian River_Coho_Age_0","22","Coho salmon (adult)",1.1239285,"p-value",0.2406872,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
25,"mean_pval_rcp60_2030_2039_Upper Russian River_Coho_Age_0","22","Coho salmon (adult)",0.9862471,"p-value",0.300859,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
26,"20plus_pval_rcp60_2030_2039_Upper Russian River_Coho_Age_0","22","Coho salmon (adult)",0.9862471,"p-value",0.3610308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
27,"20minus_pval_rcp60_2030_2039_Upper Russian River_Coho_Age_0","22","Coho salmon (adult)",0.9862471,"p-value",0.2406872,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Russian River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
28,"mean_pval_rcp60_2030_2039_Lower Russian River_Coho_Age_1","22","Coho salmon (adult)",3.6564489,"p-value",0.456684714285714,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
29,"20plus_pval_rcp60_2030_2039_Lower Russian River_Coho_Age_1","22","Coho salmon (adult)",3.6564489,"p-value",0.548021657142857,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
30,"20minus_pval_rcp60_2030_2039_Lower Russian River_Coho_Age_1","22","Coho salmon (adult)",3.6564489,"p-value",0.365347771428571,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Russian River_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
31,"mean_pval_rcp60_2030_2039_Middle Russian River_Coho_Age_1","22","Coho salmon (adult)",4.806435,"p-value",0.456684714285714,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
32,"20plus_pval_rcp60_2030_2039_Middle Russian River_Coho_Age_1","22","Coho salmon (adult)",4.806435,"p-value",0.548021657142857,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Russian River_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
