,sim_name,SimDay,Date
749,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,8,9/3/15
750,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,9,9/4/15
751,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,10,9/5/15
752,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,11,9/6/15
753,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,12,9/7/15
754,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,13,9/8/15
755,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,14,9/9/15
756,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,15,9/10/15
757,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,16,9/11/15
758,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,17,9/12/15
759,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,18,9/13/15
760,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,19,9/14/15
761,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,20,9/15/15
762,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,21,9/16/15
763,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,22,9/17/15
764,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,23,9/18/15
765,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,24,9/19/15
766,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,25,9/20/15
767,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,26,9/21/15
768,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,27,9/22/15
769,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,28,9/23/15
770,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,29,9/24/15
771,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_0,30,9/25/15
772,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,1,8/27/15
773,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,2,8/28/15
774,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,3,8/29/15
775,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,4,8/30/15
776,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,5,8/31/15
777,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,6,9/1/15
778,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,7,9/2/15
779,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,8,9/3/15
780,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,9,9/4/15
781,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,10,9/5/15
782,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,11,9/6/15
783,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,12,9/7/15
784,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,13,9/8/15
785,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,14,9/9/15
786,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,15,9/10/15
787,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,16,9/11/15
788,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,17,9/12/15
789,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,18,9/13/15
790,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,19,9/14/15
791,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,20,9/15/15
792,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,21,9/16/15
793,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,22,9/17/15
794,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,23,9/18/15
795,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,24,9/19/15
796,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,25,9/20/15
797,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,26,9/21/15
798,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,27,9/22/15
799,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,28,9/23/15
800,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,29,9/24/15
801,2015_Late Summer_Middle Ptarmigan Creek_Coho_Age_1,30,9/25/15
802,2015_Late Summer_Middle Russian River_Coho_Age_0,1,8/13/15
803,2015_Late Summer_Middle Russian River_Coho_Age_0,2,8/14/15
804,2015_Late Summer_Middle Russian River_Coho_Age_0,3,8/15/15
805,2015_Late Summer_Middle Russian River_Coho_Age_0,4,8/16/15
806,2015_Late Summer_Middle Russian River_Coho_Age_0,5,8/17/15
807,2015_Late Summer_Middle Russian River_Coho_Age_0,6,8/18/15
808,2015_Late Summer_Middle Russian River_Coho_Age_0,7,8/19/15
809,2015_Late Summer_Middle Russian River_Coho_Age_0,8,8/20/15
810,2015_Late Summer_Middle Russian River_Coho_Age_0,9,8/21/15
811,2015_Late Summer_Middle Russian River_Coho_Age_0,10,8/22/15
812,2015_Late Summer_Middle Russian River_Coho_Age_0,11,8/23/15
813,2015_Late Summer_Middle Russian River_Coho_Age_1,1,8/13/15
814,2015_Late Summer_Middle Russian River_Coho_Age_1,2,8/14/15
815,2015_Late Summer_Middle Russian River_Coho_Age_1,3,8/15/15
816,2015_Late Summer_Middle Russian River_Coho_Age_1,4,8/16/15
817,2015_Late Summer_Middle Russian River_Coho_Age_1,5,8/17/15
818,2015_Late Summer_Middle Russian River_Coho_Age_1,6,8/18/15
819,2015_Late Summer_Middle Russian River_Coho_Age_1,7,8/19/15
820,2015_Late Summer_Middle Russian River_Coho_Age_1,8,8/20/15
821,2015_Late Summer_Middle Russian River_Coho_Age_1,9,8/21/15
822,2015_Late Summer_Middle Russian River_Coho_Age_1,10,8/22/15
823,2015_Late Summer_Middle Russian River_Coho_Age_1,11,8/23/15
824,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,1,8/8/15
825,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,2,8/9/15
826,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,3,8/10/15
827,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,4,8/11/15
828,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,5,8/12/15
829,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,6,8/13/15
830,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,7,8/14/15
831,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,8,8/15/15
832,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,9,8/16/15
833,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,10,8/17/15
834,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,11,8/18/15
835,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,12,8/19/15
836,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,13,8/20/15
837,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,14,8/21/15
838,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,15,8/22/15
839,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,16,8/23/15
840,2015_Late Summer_Upper Beaver Creek_Coho_Age_1,17,8/24/15
841,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,1,8/8/15
842,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,2,8/9/15
843,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,3,8/10/15
844,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,4,8/11/15
845,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,5,8/12/15
846,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,6,8/13/15
847,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,7,8/14/15
848,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,8,8/15/15
849,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,9,8/16/15
850,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,10,8/17/15
851,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,11,8/18/15
852,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,12,8/19/15
853,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,13,8/20/15
854,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,14,8/21/15
855,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,15,8/22/15
856,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,16,8/23/15
857,2015_Late Summer_Upper Beaver Creek_Coho_Age_2,17,8/24/15
858,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,1,6/30/15
859,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,2,7/1/15
860,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,3,7/2/15
861,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,4,7/3/15
862,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,5,7/4/15
863,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,6,7/5/15
864,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,7,7/6/15
865,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,8,7/7/15
866,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,9,7/8/15
867,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,10,7/9/15
868,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,11,7/10/15
869,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,12,7/11/15
870,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,13,7/12/15
871,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,14,7/13/15
872,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,15,7/14/15
873,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,16,7/15/15
874,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,17,7/16/15
875,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,18,7/17/15
876,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,19,7/18/15
877,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,20,7/19/15
878,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,21,7/20/15
879,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,22,7/21/15
880,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,23,7/22/15
881,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,24,7/23/15
882,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,25,7/24/15
883,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,26,7/25/15
884,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,27,7/26/15
885,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,28,7/27/15
886,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,29,7/28/15
887,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,30,7/29/15
888,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,31,7/30/15
889,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,32,7/31/15
890,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,33,8/1/15
891,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,34,8/2/15
892,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,35,8/3/15
893,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,36,8/4/15
894,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,37,8/5/15
895,2015_Mid-Summer_Lower Beaver Creek_Chinook_Age_0,38,8/6/15
896,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,1,6/30/15
897,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,2,7/1/15
898,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,3,7/2/15
899,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,4,7/3/15
900,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,5,7/4/15
901,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,6,7/5/15
902,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,7,7/6/15
903,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,8,7/7/15
904,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,9,7/8/15
905,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,10,7/9/15
906,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,11,7/10/15
907,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,12,7/11/15
908,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,13,7/12/15
909,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,14,7/13/15
910,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,15,7/14/15
911,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,16,7/15/15
912,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,17,7/16/15
913,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,18,7/17/15
914,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,19,7/18/15
915,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,20,7/19/15
916,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,21,7/20/15
917,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,22,7/21/15
918,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,23,7/22/15
919,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,24,7/23/15
920,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,25,7/24/15
921,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,26,7/25/15
922,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,27,7/26/15
923,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,28,7/27/15
924,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,29,7/28/15
925,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,30,7/29/15
926,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,31,7/30/15
927,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,32,7/31/15
928,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,33,8/1/15
929,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,34,8/2/15
930,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,35,8/3/15
931,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,36,8/4/15
932,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,37,8/5/15
933,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,38,8/6/15
934,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,1,7/24/15
935,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,2,7/25/15
936,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,3,7/26/15
937,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,4,7/27/15
938,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,5,7/28/15
939,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,6,7/29/15
940,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,7,7/30/15
941,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,8,7/31/15
942,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,9,8/1/15
943,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,10,8/2/15
944,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,11,8/3/15
945,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,12,8/4/15
946,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,13,8/5/15
947,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,14,8/6/15
948,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,15,8/7/15
949,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,16,8/8/15
950,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,17,8/9/15
951,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,18,8/10/15
952,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,19,8/11/15
953,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,20,8/12/15
954,2015_Mid-Summer_Lower Kenai River_Chinook_Age_0,21,8/13/15
955,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,1,7/24/15
956,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,2,7/25/15
957,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,3,7/26/15
958,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,4,7/27/15
959,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,5,7/28/15
960,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,6,7/29/15
961,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,7,7/30/15
962,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,8,7/31/15
963,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,9,8/1/15
964,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,10,8/2/15
965,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,11,8/3/15
966,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,12,8/4/15
967,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,13,8/5/15
968,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,14,8/6/15
969,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,15,8/7/15
970,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,16,8/8/15
971,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,17,8/9/15
972,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,18,8/10/15
973,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,19,8/11/15
974,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,20,8/12/15
975,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,21,8/13/15
976,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,1,7/31/15
977,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,2,8/1/15
978,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,3,8/2/15
979,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,4,8/3/15
980,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,5,8/4/15
981,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,6,8/5/15
982,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,7,8/6/15
983,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,8,8/7/15
984,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,9,8/8/15
985,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,10,8/9/15
986,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,11,8/10/15
987,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,12,8/11/15
988,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,13,8/12/15
989,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,14,8/13/15
990,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,15,8/14/15
991,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,16,8/15/15
992,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,17,8/16/15
993,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,18,8/17/15
994,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,19,8/18/15
995,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,20,8/19/15
996,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,21,8/20/15
997,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,22,8/21/15
998,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,23,8/22/15
999,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,24,8/23/15
1000,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,25,8/24/15
1001,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,26,8/25/15
1002,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,1,7/14/15
1003,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,2,7/15/15
1004,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,3,7/16/15
1005,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,4,7/17/15
1006,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,5,7/18/15
1007,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,6,7/19/15
1008,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,7,7/20/15
1009,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,8,7/21/15
1010,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,9,7/22/15
1011,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,10,7/23/15
1012,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,11,7/24/15
1013,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,12,7/25/15
1014,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,13,7/26/15
1015,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,14,7/27/15
1016,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,15,7/28/15
1017,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,16,7/29/15
1018,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,17,7/30/15
1019,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,18,7/31/15
1020,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,19,8/1/15
1021,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,20,8/2/15
1022,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,21,8/3/15
1023,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,22,8/4/15
1024,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,23,8/5/15
1025,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,24,8/6/15
1026,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,25,8/7/15
1027,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,26,8/8/15
1028,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,27,8/9/15
1029,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,28,8/10/15
1030,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,1,7/25/15
1031,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,2,7/26/15
1032,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,3,7/27/15
1033,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,4,7/28/15
1034,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,5,7/29/15
1035,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,6,7/30/15
1036,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,7,7/31/15
1037,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,8,8/1/15
1038,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,9,8/2/15
1039,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,10,8/3/15
1040,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,11,8/4/15
1041,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,12,8/5/15
1042,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,13,8/6/15
1043,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,14,8/7/15
1044,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,15,8/8/15
1045,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,16,8/9/15
1046,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,17,8/10/15
1047,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,18,8/11/15
1048,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,19,8/12/15
1049,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,20,8/13/15
1050,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,21,8/14/15
1051,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,22,8/15/15
1052,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,23,8/16/15
1053,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,24,8/17/15
1054,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,1,7/17/15
1055,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,2,7/18/15
1056,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,3,7/19/15
1057,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,4,7/20/15
1058,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,5,7/21/15
1059,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,6,7/22/15
1060,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,7,7/23/15
1061,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,8,7/24/15
1062,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,9,7/25/15
1063,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,10,7/26/15
1064,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,11,7/27/15
1065,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,12,7/28/15
1066,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,13,7/29/15
1067,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,14,7/30/15
1068,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,15,7/31/15
1069,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,16,8/1/15
1070,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,17,8/2/15
1071,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,18,8/3/15
1072,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,19,8/4/15
1073,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,20,8/5/15
1074,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,21,8/6/15
1075,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,22,8/7/15
1076,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,23,8/8/15
1077,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,24,8/9/15
1078,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,25,8/10/15
1079,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,26,8/11/15
1080,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,27,8/12/15
1081,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,28,8/13/15
1082,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,29,8/14/15
1083,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,30,8/15/15
1084,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,31,8/16/15
1085,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,32,8/17/15
1086,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,33,8/18/15
